job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
149,1696,68,138,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,07:05:00,09-02-2021 00:00,07:06:00,09-02-2021 00:00,08:21:00,41.864754,cash,180.95248,14,09-02-2021
150,3670,164,37,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,17:03:00,15-02-2021 00:00,17:02:00,15-02-2021 00:00,18:13:00,30.623106,cash,165.78928,15,15-02-2021
151,2996,119,245,android,FALSE,PRESCHEDULING,completed,22-02-2021 00:00,08:16:00,22-02-2021 00:00,08:22:00,22-02-2021 00:00,09:07:00,21.247648,cash,940.6162,14,22-02-2021
152,2544,47,342,clientlite,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,16:05:00,03-02-2021 00:00,16:06:00,03-02-2021 00:00,17:08:00,26.272247,cash,120.92543,15,03-02-2021
153,1184,,,iphone,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,11:07:00,,,,,0,stored_value,,,23-02-2021
154,1733,250,202,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,07:08:00,01-02-2021 00:00,07:07:00,01-02-2021 00:00,07:41:00,11.412674,cash,14.344632,14,01-02-2021
155,1277,173,97,clientlite,FALSE,MICROSCHEDULING,rider_canceled,24-02-2021 00:00,17:30:00,,,,,0,cash,190.92574,15,24-02-2021
156,3837,495,174,clientlite,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,17:00:00,,,,,0,cash,166.63426,15,28-02-2021
157,937,314,491,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,17:29:00,18-02-2021 00:00,17:33:00,18-02-2021 00:00,18:42:00,28.800276,cash,1317.661,14,18-02-2021
158,2839,402,131,iphone,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,08:10:00,03-02-2021 00:00,08:10:00,03-02-2021 00:00,09:14:00,28.04838,cash,0,15,03-02-2021
159,814,,,clientlite,FALSE,PRESCHEDULING,unfulfilled,28-02-2021 00:00,07:04:00,,,,,0,cash,529.2901,,28-02-2021
160,5160,301,238,iphone,FALSE,MICROSCHEDULING,completed,16-02-2021 00:00,16:12:00,16-02-2021 00:00,16:27:00,16-02-2021 00:00,17:05:00,9.49327,cash,365.46582,15,16-02-2021
161,1885,395,127,clientlite,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,07:47:00,24-02-2021 00:00,07:48:00,24-02-2021 00:00,08:09:00,5.174101,cash,494.24207,15,24-02-2021
162,4731,30,234,clientlite,FALSE,MICROSCHEDULING,rider_canceled,10-02-2021 00:00,15:12:00,,,,,0,cash,831.50134,15,10-02-2021
163,4604,344,186,iphone,TRUE,MICROSCHEDULING,completed,22-02-2021 00:00,09:05:00,22-02-2021 00:00,09:22:00,22-02-2021 00:00,10:09:00,18.794067,cash,84.074974,15,22-02-2021
164,3985,355,92,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,17:49:00,15-02-2021 00:00,17:37:00,15-02-2021 00:00,19:32:00,32.91164,cash,0,14,15-02-2021
165,2001,298,66,unknown,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,16:04:00,01-02-2021 00:00,16:18:00,01-02-2021 00:00,17:25:00,19.379885,derivative,0,14,01-02-2021
166,5098,329,146,android,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,07:35:00,25-02-2021 00:00,08:21:00,25-02-2021 00:00,08:53:00,6.9805994,MasterCard,11.093567,15,25-02-2021
167,2029,264,72,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,08:46:00,21-02-2021 00:00,08:47:00,21-02-2021 00:00,10:12:00,21.050556,cash,33.623745,15,21-02-2021
168,4325,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,10:36:00,,,,,0,MasterCard,331.25476,,24-02-2021
169,3373,16,315,android,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,17:15:00,17-02-2021 00:00,17:16:00,17-02-2021 00:00,18:17:00,13.548905,cash,0,15,17-02-2021
170,4809,504,341,clientlite,FALSE,MICROSCHEDULING,rider_canceled,11-02-2021 00:00,08:49:00,,,,,0,cash,0,14,11-02-2021
171,4159,,,android,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,16:43:00,,,,,0,cash,,,23-02-2021
172,5322,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,12:36:00,,,,,0,MasterCard,,,15-02-2021
173,3223,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,13:43:00,,,,,0,cash,,,06-02-2021
174,4558,511,50,android,FALSE,MICROSCHEDULING,completed,24-02-2021 00:00,15:29:00,24-02-2021 00:00,15:39:00,24-02-2021 00:00,16:45:00,17.83153,stored_value,577.2339,15,24-02-2021
175,2442,382,148,android,TRUE,MICROSCHEDULING,completed,17-02-2021 00:00,15:37:00,17-02-2021 00:00,15:45:00,17-02-2021 00:00,16:18:00,13.772801,cash,389.1617,15,17-02-2021
176,1454,199,105,android,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,16:43:00,15-02-2021 00:00,16:44:00,15-02-2021 00:00,17:41:00,22.04621,cash,163.78188,15,15-02-2021
177,1080,16,315,android,FALSE,PRESCHEDULING,driver_canceled,15-02-2021 00:00,07:14:00,,,,,0,cash,0,15,15-02-2021
178,4976,,,unknown,FALSE,PRESCHEDULING,unfulfilled,09-02-2021 00:00,07:44:00,,,,,0,derivative,0,,09-02-2021
179,3258,26,356,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,18:37:00,14-02-2021 00:00,18:37:00,14-02-2021 00:00,20:25:00,13.818457,cash,13.458447,14,14-02-2021
180,5269,480,83,iphone,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,17:46:00,25-02-2021 00:00,18:23:00,25-02-2021 00:00,19:19:00,14.789835,cash,400.30484,15,25-02-2021
181,4561,206,187,clientlite,FALSE,MICROSCHEDULING,completed,18-02-2021 00:00,08:23:00,18-02-2021 00:00,08:30:00,18-02-2021 00:00,09:12:00,12.483712,cash,451.4249,14,18-02-2021
182,3829,474,157,clientlite,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,15:09:00,25-02-2021 00:00,15:20:00,25-02-2021 00:00,16:12:00,20.888426,cash,85.13583,15,25-02-2021
183,1917,210,271,clientlite,FALSE,MICROSCHEDULING,completed,18-02-2021 00:00,17:11:00,18-02-2021 00:00,17:24:00,18-02-2021 00:00,18:18:00,12.903428,cash,173.01595,15,18-02-2021
184,1576,261,100,iphone,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,16:58:00,,,,,0,cash,426.13016,14,23-02-2021
185,4329,43,319,android,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,07:31:00,08-02-2021 00:00,07:34:00,08-02-2021 00:00,08:20:00,21.55149,Visa,407.72186,14,08-02-2021
186,3109,9,361,android,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,07:32:00,15-02-2021 00:00,07:32:00,15-02-2021 00:00,08:36:00,28.49601,cash,1441.9187,15,15-02-2021
187,2227,186,66,unknown,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,16:04:00,18-02-2021 00:00,16:13:00,18-02-2021 00:00,16:56:00,19.37209,derivative,0,14,18-02-2021
188,1689,350,257,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,16:27:00,21-02-2021 00:00,16:33:00,21-02-2021 00:00,17:37:00,21.13368,cash,321.38583,15,21-02-2021
189,4670,285,253,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,07:29:00,23-02-2021 00:00,07:29:00,23-02-2021 00:00,08:17:00,18.398367,Visa,0,15,23-02-2021
190,2048,452,278,android,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,07:09:00,16-02-2021 00:00,07:10:00,16-02-2021 00:00,07:30:00,10.64374,cash,271.65988,15,16-02-2021
191,1064,367,387,iphone,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:07:00,10-02-2021 00:00,08:10:00,10-02-2021 00:00,09:25:00,32.113422,cash,0,15,10-02-2021
192,2714,91,436,iphone,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,07:50:00,16-02-2021 00:00,07:53:00,16-02-2021 00:00,08:54:00,15.34434,MasterCard,21.828491,14,16-02-2021
193,5409,512,527,android,FALSE,MICROSCHEDULING,rider_canceled,16-02-2021 00:00,09:14:00,,,,,0,cash,38.86265,11,16-02-2021
194,1632,152,442,iphone,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,08:12:00,21-02-2021 00:00,08:11:00,21-02-2021 00:00,08:45:00,15.475614,cash,286.04807,15,21-02-2021
195,927,252,476,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,16:13:00,04-02-2021 00:00,16:15:00,04-02-2021 00:00,17:45:00,37.32938,cash,148.02328,15,04-02-2021
196,740,133,441,clientlite,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,15:54:00,07-02-2021 00:00,15:58:00,07-02-2021 00:00,16:49:00,16.965645,cash,0,15,07-02-2021
197,954,392,89,iphone,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,17:34:00,,,,,0,MasterCard,93.85338,15,16-02-2021
198,2787,86,214,android,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,09:05:00,14-02-2021 00:00,09:09:00,,,0.04062763,cash,0,15,14-02-2021
199,4434,480,83,android,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,08:26:00,24-02-2021 00:00,08:27:00,24-02-2021 00:00,09:18:00,15.214217,cash,1173.5939,15,24-02-2021
200,3331,390,69,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,07:05:00,09-02-2021 00:00,07:07:00,09-02-2021 00:00,08:22:00,32.21574,cash,58.935226,15,09-02-2021
201,434,373,129,iphone,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,09:38:00,,,,,0,cash,1423.9525,15,28-02-2021
202,935,330,165,iphone,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,13:13:00,02-02-2021 00:00,13:14:00,02-02-2021 00:00,14:36:00,34.956787,MasterCard,0,15,02-02-2021
203,5466,492,281,android,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,15:58:00,,,,,0,cash,0,15,16-02-2021
204,1496,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,13:07:00,,,,,0,cash,,,06-02-2021
205,1088,373,129,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,15:27:00,17-02-2021 00:00,15:26:00,17-02-2021 00:00,16:03:00,16.006681,cash,0,15,17-02-2021
206,2909,373,129,android,TRUE,PRESCHEDULING,completed,22-02-2021 00:00,18:09:00,22-02-2021 00:00,17:57:00,22-02-2021 00:00,18:29:00,15.830981,cash,0,15,22-02-2021
207,3268,511,50,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,15:33:00,10-02-2021 00:00,15:34:00,10-02-2021 00:00,17:08:00,20.31304,Visa,237.31915,15,10-02-2021
208,411,193,323,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,17:39:00,21-02-2021 00:00,17:37:00,21-02-2021 00:00,18:38:00,20.803944,cash,64.43935,15,21-02-2021
209,2602,321,59,iphone,FALSE,MICROSCHEDULING,completed,23-02-2021 00:00,06:49:00,23-02-2021 00:00,07:00:00,23-02-2021 00:00,07:30:00,14.968937,MasterCard,237.2506,14,23-02-2021
210,3953,198,177,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,07:15:00,08-02-2021 00:00,07:20:00,08-02-2021 00:00,08:15:00,30.540058,cash,0,14,08-02-2021
211,5162,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,16:53:00,,,,,0,cash,,,02-02-2021
212,5124,21,395,android,FALSE,MICROSCHEDULING,completed,14-02-2021 00:00,08:40:00,14-02-2021 00:00,08:45:00,14-02-2021 00:00,09:23:00,14.319189,MasterCard,819.3457,15,14-02-2021
213,5411,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,05-02-2021 00:00,10:18:00,,,,,0,Visa,,,05-02-2021
214,2632,21,395,clientlite,TRUE,PRESCHEDULING,completed,24-02-2021 00:00,17:22:00,24-02-2021 00:00,17:21:00,24-02-2021 00:00,18:25:00,10.285906,cash,903.9816,15,24-02-2021
215,4361,362,229,android,FALSE,PRESCHEDULING,driver_canceled,01-02-2021 00:00,08:52:00,,,,,0,cash,0,15,01-02-2021
216,5840,173,97,clientlite,FALSE,MICROSCHEDULING,rider_canceled,18-02-2021 00:00,08:30:00,,,,,0,Visa,354.83295,15,18-02-2021
217,5728,47,342,android,FALSE,PRESCHEDULING,completed,28-02-2021 00:00,17:30:00,28-02-2021 00:00,17:36:00,28-02-2021 00:00,18:20:00,12.051075,cash,0,15,28-02-2021
218,2345,493,328,android,TRUE,MICROSCHEDULING,completed,21-02-2021 00:00,07:00:00,21-02-2021 00:00,07:34:00,21-02-2021 00:00,08:40:00,31.094007,MasterCard,59.60294,14,21-02-2021
219,707,265,501,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,16:25:00,09-02-2021 00:00,16:27:00,09-02-2021 00:00,17:52:00,23.181316,cash,0,15,09-02-2021
220,5824,77,437,clientlite,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,09:53:00,14-02-2021 00:00,09:56:00,14-02-2021 00:00,10:24:00,17.945152,cash,73.11544,15,14-02-2021
221,2791,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,00:46:00,,,,,0,cash,,,14-02-2021
222,1749,68,138,iphone,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,18:26:00,,,,,0,cash,280.69363,14,02-02-2021
223,4647,182,464,android,TRUE,MICROSCHEDULING,completed,02-02-2021 00:00,08:13:00,02-02-2021 00:00,08:22:00,02-02-2021 00:00,08:48:00,5.583354,cash,0,15,02-02-2021
224,3797,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,01:05:00,,,,,0,cash,,,13-02-2021
225,4766,91,436,android,FALSE,MICROSCHEDULING,completed,17-02-2021 00:00,16:23:00,17-02-2021 00:00,16:39:00,17-02-2021 00:00,17:14:00,11.406014,MasterCard,24.454021,14,17-02-2021
226,4584,318,67,iphone,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,07:58:00,15-02-2021 00:00,08:05:00,15-02-2021 00:00,08:47:00,26.248268,Visa,0,14,15-02-2021
227,5023,197,254,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,17:38:00,23-02-2021 00:00,17:35:00,23-02-2021 00:00,18:45:00,19.265377,MasterCard,150.69221,15,23-02-2021
228,4942,128,479,android,FALSE,PRESCHEDULING,rider_canceled,18-02-2021 00:00,16:45:00,,,,,0,cash,562.0121,15,18-02-2021
229,5935,100,297,android,FALSE,MICROSCHEDULING,rider_canceled,18-02-2021 00:00,17:21:00,,,,,0,cash,124.54706,15,18-02-2021
230,5428,483,124,android,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,08:48:00,14-02-2021 00:00,08:49:00,14-02-2021 00:00,09:16:00,11.4864645,cash,1129.2913,15,14-02-2021
231,5908,3,240,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,07:39:00,03-02-2021 00:00,07:39:00,03-02-2021 00:00,08:23:00,10.290203,Visa,664.91785,15,03-02-2021
232,33,290,57,clientlite,FALSE,PRESCHEDULING,rider_canceled,25-02-2021 00:00,08:22:00,,,,,0,cash,181.83028,14,25-02-2021
233,3270,239,412,android,FALSE,PRESCHEDULING,driver_canceled,24-02-2021 00:00,17:45:00,,,,,0,Visa,0,14,24-02-2021
234,1953,121,415,clientlite,FALSE,PRESCHEDULING,completed,18-02-2021 00:00,06:56:00,18-02-2021 00:00,06:59:00,18-02-2021 00:00,07:54:00,24.857542,cash,57.12492,14,18-02-2021
235,1251,470,439,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,16:12:00,15-02-2021 00:00,16:22:00,15-02-2021 00:00,18:40:00,4.4498396,Visa,342.18573,14,15-02-2021
236,461,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,00:57:00,,,,,0,cash,,,21-02-2021
237,3968,,,android,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,05:41:00,,,,,0,cash,,,16-02-2021
238,4586,321,41,clientlite,FALSE,PRESCHEDULING,driver_canceled,07-02-2021 00:00,15:00:00,,,,,0,cash,1488.8633,14,07-02-2021
239,3944,197,350,clientlite,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,18:00:00,02-02-2021 00:00,18:00:00,02-02-2021 00:00,18:56:00,18.280045,cash,721.0855,15,02-02-2021
240,4548,341,205,clientlite,TRUE,PRESCHEDULING,completed,07-02-2021 00:00,07:57:00,07-02-2021 00:00,08:00:00,07-02-2021 00:00,09:10:00,15.469713,Visa,28.614368,15,07-02-2021
241,4178,384,493,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,16:09:00,18-02-2021 00:00,16:18:00,18-02-2021 00:00,17:18:00,23.619576,cash,0,15,18-02-2021
242,152,278,251,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,09:11:00,17-02-2021 00:00,09:15:00,17-02-2021 00:00,09:50:00,15.736149,cash,377.5408,15,17-02-2021
243,4944,,,iphone,FALSE,PRESCHEDULING,rider_canceled,18-02-2021 00:00,08:45:00,,,,,0,cash,,,18-02-2021
244,5050,54,244,clientlite,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,07:19:00,21-02-2021 00:00,07:22:00,21-02-2021 00:00,08:14:00,23.095337,cash,74.08739,14,21-02-2021
245,2880,203,164,android,FALSE,MICROSCHEDULING,rider_canceled,15-02-2021 00:00,09:30:00,,,,,0,cash,281.0337,15,15-02-2021
246,86,,,iphone,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,02:15:00,,,,,0,cash,,,15-02-2021
247,3716,299,44,clientlite,FALSE,MICROSCHEDULING,completed,09-02-2021 00:00,17:33:00,09-02-2021 00:00,17:45:00,09-02-2021 00:00,18:23:00,17.940535,stored_value,104.89412,15,09-02-2021
248,870,202,438,clientlite,TRUE,MICROSCHEDULING,completed,14-02-2021 00:00,08:04:00,14-02-2021 00:00,08:29:00,14-02-2021 00:00,09:35:00,30.572182,cash,100.01363,15,14-02-2021
249,1077,331,305,iphone,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,15:44:00,09-02-2021 00:00,15:48:00,09-02-2021 00:00,17:16:00,44.5208,cash,3217.6099,15,09-02-2021
250,2007,489,216,android,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,18:02:00,07-02-2021 00:00,18:00:00,07-02-2021 00:00,19:34:00,29.181149,cash,285.06833,15,07-02-2021
251,1976,164,37,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,07:51:00,25-02-2021 00:00,07:51:00,25-02-2021 00:00,09:02:00,30.83948,cash,85.96848,15,25-02-2021
252,4466,312,351,clientlite,FALSE,MICROSCHEDULING,rider_canceled,17-02-2021 00:00,17:40:00,,,,,0,Visa,4791.502,15,17-02-2021
253,4925,140,348,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,14:20:00,23-02-2021 00:00,14:20:00,23-02-2021 00:00,15:22:00,18.088665,MasterCard,0,15,23-02-2021
254,1828,287,277,iphone,FALSE,PRESCHEDULING,completed,17-02-2021 00:00,07:05:00,17-02-2021 00:00,07:11:00,17-02-2021 00:00,07:33:00,8.095847,cash,537.432,15,17-02-2021
255,1624,384,489,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,06:45:00,16-02-2021 00:00,06:51:00,16-02-2021 00:00,07:42:00,25.917702,cash,1749.1714,15,16-02-2021
256,5277,89,379,android,FALSE,PRESCHEDULING,rider_canceled,09-02-2021 00:00,18:04:00,,,,,0,cash,0,15,09-02-2021
257,3562,393,126,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:18:00,09-02-2021 00:00,08:19:00,09-02-2021 00:00,09:17:00,29.416374,MasterCard,0,15,09-02-2021
258,3931,297,155,android,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,14:00:00,07-02-2021 00:00,14:15:00,07-02-2021 00:00,15:06:00,23.312649,cash,0,15,07-02-2021
259,972,344,186,iphone,FALSE,MICROSCHEDULING,rider_canceled,11-02-2021 00:00,17:04:00,,,,,0,cash,2608.1733,15,11-02-2021
260,335,,,unknown,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,16:04:00,,,,,0,derivative,0,,02-02-2021
261,1328,384,493,iphone,FALSE,MICROSCHEDULING,completed,24-02-2021 00:00,06:48:00,24-02-2021 00:00,07:07:00,24-02-2021 00:00,07:43:00,22.859072,cash,41.558174,15,24-02-2021
262,1696,437,74,clientlite,TRUE,PRESCHEDULING,completed,04-02-2021 00:00,07:04:00,04-02-2021 00:00,07:03:00,04-02-2021 00:00,08:25:00,41.692757,cash,184.30984,15,04-02-2021
263,1583,313,58,unknown,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,15:55:00,14-02-2021 00:00,16:13:00,14-02-2021 00:00,17:06:00,16.338722,derivative,0,14,14-02-2021
264,2132,438,55,android,FALSE,MICROSCHEDULING,completed,14-02-2021 00:00,14:28:00,14-02-2021 00:00,14:44:00,14-02-2021 00:00,15:46:00,14.1025095,cash,15.245154,15,14-02-2021
265,4269,,,unknown,FALSE,PRESCHEDULING,unfulfilled,08-02-2021 00:00,07:44:00,,,,,0,derivative,0,,08-02-2021
266,3275,488,487,android,FALSE,PRESCHEDULING,driver_canceled,10-02-2021 00:00,07:45:00,,,,,0,cash,0,15,10-02-2021
267,3528,152,442,iphone,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,16:09:00,18-02-2021 00:00,16:09:00,18-02-2021 00:00,17:16:00,37.108166,MasterCard,494.95898,15,18-02-2021
268,3045,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,21-02-2021 00:00,15:51:00,,,,,0,MasterCard,,,21-02-2021
269,1046,67,318,iphone,FALSE,PRESCHEDULING,rider_canceled,09-02-2021 00:00,16:44:00,,,,,0,cash,119.913284,14,09-02-2021
270,403,283,38,iphone,TRUE,MICROSCHEDULING,completed,03-02-2021 00:00,16:20:00,03-02-2021 00:00,16:33:00,03-02-2021 00:00,17:25:00,10.522536,cash,166.88924,15,03-02-2021
271,3061,,,android,FALSE,PRESCHEDULING,rider_canceled,24-02-2021 00:00,23:34:00,,,,,0,cash,,,24-02-2021
272,173,182,464,iphone,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,08:57:00,10-02-2021 00:00,09:02:00,10-02-2021 00:00,09:50:00,23.152487,cash,454.70905,15,10-02-2021
273,4826,251,29,clientlite,TRUE,PRESCHEDULING,completed,10-02-2021 00:00,17:18:00,10-02-2021 00:00,17:17:00,10-02-2021 00:00,18:30:00,30.131227,cash,381.58603,15,10-02-2021
274,2674,,,android,FALSE,PRESCHEDULING,rider_canceled,07-02-2021 00:00,11:35:00,,,,,0,MasterCard,,,07-02-2021
275,3393,35,195,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,16:14:00,17-02-2021 00:00,16:20:00,17-02-2021 00:00,16:47:00,16.275072,cash,319.22925,14,17-02-2021
276,5694,23,432,iphone,FALSE,PRESCHEDULING,completed,07-02-2021 00:00,16:00:00,07-02-2021 00:00,16:07:00,07-02-2021 00:00,17:18:00,17.113102,cash,1374.7638,15,07-02-2021
277,2520,483,124,android,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,08:45:00,11-02-2021 00:00,08:41:00,11-02-2021 00:00,09:05:00,8.712419,cash,451.64926,15,11-02-2021
278,4369,138,36,iphone,TRUE,PRESCHEDULING,completed,21-02-2021 00:00,07:01:00,21-02-2021 00:00,07:07:00,21-02-2021 00:00,07:30:00,13.6999,cash,50.97009,14,21-02-2021
279,689,360,332,clientlite,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:42:00,09-02-2021 00:00,08:37:00,09-02-2021 00:00,09:16:00,23.726772,cash,22.63665,15,09-02-2021
280,3731,18,54,clientlite,FALSE,MICROSCHEDULING,completed,28-02-2021 00:00,16:32:00,28-02-2021 00:00,16:43:00,28-02-2021 00:00,18:12:00,21.456505,cash,1692.544,15,28-02-2021
281,4766,,,android,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,18:09:00,,,,,0,MasterCard,,,08-02-2021
282,3759,131,155,android,FALSE,MICROSCHEDULING,completed,21-02-2021 00:00,18:15:00,21-02-2021 00:00,18:45:00,21-02-2021 00:00,20:08:00,25.536366,cash,402.00995,15,21-02-2021
283,231,173,97,iphone,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,17:28:00,28-02-2021 00:00,17:40:00,28-02-2021 00:00,19:01:00,13.353531,cash,299.36023,15,28-02-2021
284,4585,89,379,clientlite,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,17:41:00,15-02-2021 00:00,18:01:00,15-02-2021 00:00,19:30:00,25.412735,cash,774.33264,15,15-02-2021
285,3398,419,434,iphone,FALSE,MICROSCHEDULING,rider_canceled,04-02-2021 00:00,16:56:00,,,,,0,MasterCard,632.2941,14,04-02-2021
286,2587,,,android,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,19:32:00,,,,,0,cash,,,27-02-2021
287,1773,138,366,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,06:41:00,01-02-2021 00:00,06:47:00,01-02-2021 00:00,08:08:00,39.413925,cash,91.21261,15,01-02-2021
288,1311,380,99,clientlite,TRUE,PRESCHEDULING,completed,02-02-2021 00:00,07:06:00,02-02-2021 00:00,07:04:00,02-02-2021 00:00,07:44:00,20.032635,cash,527.18665,15,02-02-2021
289,1383,418,25,unknown,FALSE,PRESCHEDULING,driver_canceled,22-02-2021 00:00,15:54:00,,,,,0,derivative,0,15,22-02-2021
290,2790,378,88,clientlite,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,15:35:00,25-02-2021 00:00,15:49:00,25-02-2021 00:00,17:22:00,26.88468,cash,203.70294,14,25-02-2021
291,3726,303,457,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,17:14:00,23-02-2021 00:00,17:07:00,23-02-2021 00:00,19:13:00,30.776632,cash,53.894104,15,23-02-2021
292,5126,54,1,android,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,08:32:00,01-02-2021 00:00,08:34:00,01-02-2021 00:00,09:05:00,14.630386,MasterCard,0,15,01-02-2021
293,4638,107,427,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,16:47:00,01-02-2021 00:00,16:42:00,01-02-2021 00:00,17:26:00,19.501755,cash,0,14,01-02-2021
294,806,,,iphone,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,15:05:00,,,,,0,cash,,,23-02-2021
295,2179,79,358,android,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,07:27:00,18-02-2021 00:00,07:30:00,18-02-2021 00:00,08:01:00,11.0013,cash,0,15,18-02-2021
